RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Target
Sijara Eubanks,Pannie Kianzad,-140.0,120.0,71.4286,120.0,0
Deron Winn,Antonio Arroyo,160.0,-185.0,160.0,54.0541,1
Gillian Robertson,Taila Santos,-145.0,125.0,68.9655,125.0,0
Tafon Nchukwi,Jamie Pickett,-335.0,275.0,29.8507,275.0,1
Jimmy Flick,Cody Durden,-157.0,137.0,63.6943,137.0,1
Christos Giagos,Carlton Minus,-345.0,285.0,28.9855,285.0,1
Tony Ferguson,Charles Oliveira,-185.0,160.0,54.0541,160.0,0
Mackenzie Dern,Virna Jandiroba,-160.0,140.0,62.5,140.0,1
Kevin Holland,Jacare Souza,-135.0,115.0,74.0741,115.0,1
Junior Dos Santos,Ciryl Gane,325.0,-400.0,325.0,25.0,0
Cub Swanson,Daniel Pineda,132.0,-152.0,132.0,65.7895,1
Renato Moicano,Rafael Fiziev,120.0,-140.0,120.0,71.4286,0
Gavin Tucker,Billy Quarantillo,165.0,-190.0,165.0,52.6316,1
Tecia Torres,Sam Hughes,-550.0,425.0,18.1818,425.0,1
Chase Hooper,Peter Barrett,-310.0,255.0,32.2581,255.0,1
Jack Hermansson,Marvin Vettori,110.0,-134.0,110.0,74.6269,0
Ovince Saint Preux,Jamahal Hill,140.0,-177.0,140.0,56.4972,0
Gabriel Benitez,Justin Jaynes,-215.0,170.0,46.5116,170.0,1
Roman Dolidze,John Allan,-200.0,160.0,50.0,160.0,1
Louis Smolka,Jose Quinonez,-139.0,112.0,71.9424,112.0,1
Matt Wiman,Jordan Leavitt,310.0,-420.0,310.0,23.8095,0
Ilia Topuria,Damon Jackson,-275.0,210.0,36.3636,210.0,1
Gian Villante,Jake Collier,-200.0,160.0,50.0,160.0,0
Anthony Smith,Devin Clark,-139.0,115.0,71.9424,115.0,1
Miguel Baeza,Takashi Sato,-175.0,140.0,57.1429,140.0,1
Josh Parisian,Parker Porter,-200.0,160.0,50.0,160.0,0
Spike Carlyle,Bill Algeo,-177.0,140.0,56.4972,140.0,0
Ashlee Evans-Smith,Norma Dumont,-137.0,110.0,72.9927,110.0,0
Jonathan Pearce,Kai Kamaka,245.0,-335.0,245.0,29.8507,1
Martin Day,Anderson Dos Santos,-167.0,135.0,59.8802,135.0,0
Gina Mazany,Rachael Ostovich,-200.0,160.0,50.0,160.0,1
Su Mudaerji,Malcolm Gordon,-335.0,250.0,29.8507,250.0,1
Luke Sanders,Nate Maness,-155.0,125.0,64.5161,125.0,0
Deiveson Figueiredo,Alex Perez,-286.0,225.0,34.965,225.0,1
Valentina Shevchenko,Jennifer Maia,-1667.0,850.0,5.9988,850.0,1
Mike Perry,Tim Means,-150.0,120.0,66.6667,120.0,0
Katlyn Chookagian,Cynthia Calvillo,205.0,-265.0,205.0,37.7358,1
Mauricio Rua,Paul Craig,150.0,-190.0,150.0,52.6316,0
Brandon Moreno,Brandon Royval,-190.0,150.0,52.6316,150.0,1
Joaquin Buckley,Jordan Wright,-265.0,205.0,37.7358,205.0,1
Antonina Shevchenko,Ariane Lipski,-167.0,130.0,59.8802,130.0,1
Daniel Rodriguez,Nicolas Dalby,-335.0,250.0,29.8507,250.0,0
Alan Jouban,Jared Gooden,-150.0,120.0,66.6667,120.0,1
Kyle Daukaus,Dustin Stoltzfus,-315.0,230.0,31.746,230.0,1
Louis Cosce,Sasha Palatnikov,-455.0,325.0,21.978,325.0,0
Paul Felder,Rafael Dos Anjos,165.0,-200.0,165.0,50.0,0
Abdul Razak Alhassan,Khaos Williams,-240.0,185.0,41.6667,185.0,0
Kay Hansen,Cory McKenna,-230.0,180.0,43.4783,180.0,0
Brendan Allen,Sean Strickland,-118.0,-106.0,84.7458,94.3396,0
Ashley Yoder,Miranda Granger,135.0,-167.0,135.0,59.8802,1
Alex Morono,Rhys McKee,-177.0,140.0,56.4972,140.0,1
Randa Markos,Kanako Murata,155.0,-200.0,155.0,50.0,0
Geraldo de Freitas,Tony Gravely,117.0,-148.0,117.0,67.5676,0
Don'Tale Mayes,Roque Martinez,-265.0,205.0,37.7358,205.0,1
Thiago Santos,Glover Teixeira,-240.0,190.0,41.6667,190.0,0
Andrei Arlovski,Tanner Boser,235.0,-305.0,235.0,32.7869,1
Raoni Barcelos,Khalid Taha,-400.0,295.0,25.0,295.0,1
Claudia Gadelha,Yan Xiaonan,125.0,-155.0,125.0,64.5161,0
Trevin Giles,Bevon Lewis,100.0,-125.0,100.0,80.0,1
Giga Chikadze,Jamey Simmons,-835.0,525.0,11.976,525.0,1
Alexandr Romanov,Marcos Rogerio de Lima,-455.0,330.0,21.978,330.0,1
Darren Elkins,Eduardo Garagorri,-240.0,185.0,41.6667,185.0,1
Max Griffin,Ramiz Brahimaj,-143.0,115.0,69.9301,115.0,1
Gustavo Lopez,Anthony Birchak,-134.0,108.0,74.6269,108.0,1
Uriah Hall,Anderson Silva,-230.0,185.0,43.4783,185.0,1
Bryce Mitchell,Andre Fili,-150.0,120.0,66.6667,120.0,1
Maurice Greene,Greg Hardy,250.0,-335.0,250.0,29.8507,0
Kevin Holland,Charlie Ontiveros,-770.0,500.0,13.986,475.0,1
Bobby Green,Thiago Moises,-335.0,245.0,29.8507,245.0,0
Chris Gruetzemacher,Alexander Hernandez,315.0,-435.0,315.0,22.9885,0
Adrian Yanez,Victor Rodriguez,-500.0,356.0,20.0,356.0,1
Sean Strickland,Jack Marshman,-375.0,277.0,26.6667,277.0,1
Cole Williams,Jason Witt,119.0,-148.0,119.0,67.5676,0
Dustin Jacoby,Justin Ledet,-400.0,296.0,25.0,296.0,1
Miles Johns,Kevin Natividad,-165.0,131.0,60.6061,131.0,1
Khabib Nurmagomedov,Justin Gaethje,-315.0,255.0,31.746,255.0,1
Robert Whittaker,Jared Cannonier,-110.0,-110.0,90.9091,90.9091,1
Alexander Volkov,Walt Harris,-190.0,150.0,52.6316,150.0,1
Jacob Malkoun,Phillip Hawes,195.0,-250.0,195.0,40.0,0
Lauren Murphy,Liliya Shakirova,-215.0,170.0,46.5116,170.0,1
Magomed Ankalaev,Ion Cutelaba,-335.0,250.0,29.8507,250.0,1
Stefan Struve,Tai Tuivasa,-112.0,-112.0,89.2857,89.2857,0
Nathaniel Wood,Casey Kenney,140.0,-177.0,140.0,56.4972,0
Alex Oliveira,Shavkat Rakhmonov,-112.0,-112.0,89.2857,89.2857,0
Liana Jojua,Miranda Maverick,295.0,-400.0,295.0,25.0,0
Joel Alvarez,Alexander Yakovlev,-175.0,138.0,57.1429,138.0,1
Brian Ortega,Chan Sung Jung,160.0,-200.0,160.0,50.0,1
Katlyn Chookagian,Jessica Andrade,130.0,-159.0,130.0,62.8931,0
Jimmy Crute,Modestas Bukauskas,-335.0,250.0,29.8507,250.0,1
Claudio Silva,James Krause,120.0,-150.0,120.0,66.6667,0
Thomas Almeida,Jonathan Martinez,-139.0,110.0,71.9424,110.0,0
Mateusz Gamrot,Guram Kutateladze,-335.0,245.0,29.8507,245.0,0
Gillian Robertson,Poliana Botelho,-215.0,169.0,46.5116,169.0,1
Junyong Park,John Phillips,-278.0,215.0,35.9712,215.0,1
Jamie Mullarkey,Fares Ziam,-137.0,110.0,72.9927,110.0,0
Gadzhimurad Antigulov,Maxim Grishin,277.0,-375.0,277.0,26.6667,0
Said Nurmagomedov,Mark Striegl,-435.0,317.0,22.9885,317.0,1
Marlon Moraes,Cory Sandhagen,115.0,-141.0,115.0,70.922,0
Edson Barboza,Makwan Amirkhani,-286.0,225.0,34.965,225.0,1
Ben Rothwell,Marcin Tybura,-159.0,130.0,62.8931,130.0,0
Markus Perez,Dricus Du Plessis,133.0,-167.0,133.0,59.8802,0
Tom Aspinall,Alan Baudot,-560.0,400.0,17.8571,400.0,1
Youssef Zalal,Ilia Topuria,-162.0,130.0,61.7284,130.0,0
Tom Breese,KB Bhullar,-275.0,210.0,36.3636,210.0,1
Chris Daukaus,Rodrigo Nascimento,205.0,-265.0,205.0,37.7358,1
Impa Kasanganay,Joaquin Buckley,-265.0,200.0,37.7358,200.0,0
Ali AlQaisi,Tony Kelley,190.0,-245.0,190.0,40.8163,0
Giga Chikadze,Omar Morales,136.0,-175.0,136.0,57.1429,1
Tracy Cortez,Stephanie Egger,-205.0,160.0,48.7805,160.0,1
Bruno Silva,Tagir Ulanbekov,321.0,-455.0,321.0,21.978,0
Holly Holm,Irene Aldana,-125.0,103.0,80.0,103.0,1
Yorgan De Castro,Carlos Felipe,-265.0,205.0,37.7358,205.0,0
Germaine de Randamie,Julianna Pena,-150.0,122.0,66.6667,122.0,1
Kyler Phillips,Cameron Else,-480.0,342.0,20.8333,342.0,1
Dequan Townsend,Dusko Todorovic,245.0,-335.0,245.0,29.8507,0
Carlos Condit,Court McGee,111.0,-137.0,111.0,72.9927,1
Jordan Williams,Nassourdine Imavov,-125.0,105.0,80.0,105.0,0
Loma Lookboonmee,Jinh Yu Frey,-150.0,120.0,66.6667,120.0,1
Casey Kenney,Heili Alateng,-335.0,246.0,29.8507,246.0,1
Luigi Vendramini,Jessin Ayari,-109.0,-114.0,91.7431,87.7193,1
Israel Adesanya,Paulo Costa,-186.0,151.0,53.7634,151.0,1
Dominick Reyes,Jan Blachowicz,-265.0,215.0,37.7358,215.0,0
Kai Kara-France,Brandon Royval,-240.0,188.0,41.6667,188.0,0
Ketlen Vieira,Sijara Eubanks,-190.0,150.0,52.6316,150.0,1
Hakeem Dawodu,Zubaira Tukhugov,115.0,-143.0,115.0,69.9301,1
Brad Riddell,Alex Da Silva,-335.0,253.0,29.8507,253.0,1
Diego Sanchez,Jake Matthews,470.0,-715.0,470.0,13.986,0
Shane Young,Ludovit Klein,108.0,-129.0,108.0,77.5194,0
William Knight,Aleksa Camur,134.0,-167.0,134.0,59.8802,1
Juan Espino,Jeff Hughes,-305.0,233.0,32.7869,233.0,1
Khadis Ibragimov,Danilo Marques,-182.0,150.0,54.9451,150.0,0
Colby Covington,Tyron Woodley,-335.0,260.0,29.8507,260.0,1
Khamzat Chimaev,Gerald Meerschaert,-400.0,300.0,25.0,300.0,1
Johnny Walker,Ryan Spann,-125.0,100.0,80.0,100.0,1
Mackenzie Dern,Randa Markos,-177.0,140.0,56.4972,140.0,1
Kevin Holland,Darren Stewart,-265.0,205.0,37.7358,205.0,1
Jordan Espinosa,David Dvorak,-112.0,-112.0,89.2857,89.2857,0
Mirsad Bektic,Damon Jackson,-375.0,277.0,26.6667,277.0,0
Mayra Bueno Silva,Mara Romero Borella,-275.0,210.0,36.3636,210.0,1
Jessica-Rose Clark,Sarah Alpar,-230.0,180.0,43.4783,180.0,1
Darrick Minner,TJ Laramie,245.0,-335.0,245.0,29.8507,1
Journey Newson,Randy Costa,-137.0,110.0,72.9927,110.0,0
Andre Ewell,Irwin Rivera,-240.0,187.0,41.6667,187.0,1
Tyson Nam,Jerome Rivera,-190.0,150.0,52.6316,150.0,1
Michelle Waterson,Angela Hill,105.0,-125.0,105.0,80.0,1
Ottman Azaitar,Khama Worthy,110.0,-137.0,110.0,72.9927,1
Roxanne Modafferi,Andrea Lee,240.0,-335.0,240.0,29.8507,1
Ed Herman,Mike Rodriguez,195.0,-250.0,195.0,40.0,1
Billy Quarantillo,Kyle Nelson,-250.0,195.0,40.0,195.0,1
Julia Avila,Sijara Eubanks,-305.0,230.0,32.7869,230.0,0
Roosevelt Roberts,Kevin Croom,-385.0,286.0,25.974,286.0,0
Alexandr Romanov,Roque Martinez,-360.0,275.0,27.7778,275.0,1
Bobby Green,Alan Patrick,-295.0,227.0,33.8983,227.0,1
Brok Weaver,Jalin Turner,306.0,-420.0,306.0,23.8095,0
Bryan Barberena,Anthony Ivy,-278.0,215.0,35.9712,215.0,1
Sabina Mazo,Justine Kish,-265.0,200.0,37.7358,200.0,1
Alistair Overeem,Augusto Sakai,-159.0,130.0,62.8931,130.0,1
Ovince Saint Preux,Alonzo Menifield,110.0,-134.0,110.0,74.6269,1
Michel Pereira,Zelim Imadaev,-112.0,-112.0,89.2857,89.2857,1
Brian Kelleher,Ray Rodriguez,-380.0,315.0,26.3158,315.0,1
Andre Muniz,Bartosz Fabinski,132.0,-165.0,132.0,60.6061,1
Viviane Araujo,Montana De La Rosa,-182.0,145.0,54.9451,145.0,1
Cole Smith,Hunter Azure,185.0,-235.0,185.0,42.5532,0
Anthony Smith,Aleksandar Rakic,225.0,-278.0,225.0,35.9712,0
Robbie Lawler,Neil Magny,200.0,-250.0,200.0,40.0,0
Ji Yeon Kim,Alexa Grasso,230.0,-315.0,230.0,31.746,0
Ricardo Lamas,Bill Algeo,-335.0,240.0,29.8507,240.0,1
Maki Pitolo,Impa Kasanganay,115.0,-139.0,115.0,71.9424,0
Mallory Martin,Hannah Cifers,-315.0,239.0,31.746,239.0,1
Alessio Di Chirico,Zak Cummings,-114.0,-109.0,87.7193,91.7431,0
Alex Caceres,Austin Springer,-225.0,176.0,44.4444,176.0,1
Polyana Viana,Emily Whitmire,110.0,-139.0,110.0,71.9424,1
Sean Brady,Christian Aguilera,-455.0,330.0,21.978,330.0,1
Pedro Munhoz,Frankie Edgar,-278.0,225.0,35.9712,225.0,0
Marcin Prachnio,Mike Rodriguez,188.0,-240.0,188.0,41.6667,0
Mariya Agapova,Shana Dobson,-1430.0,750.0,6.993,750.0,0
Daniel Rodriguez,Dwight Grant,-230.0,180.0,43.4783,180.0,1
Amanda Lemos,Mizuki Inoue,110.0,-137.0,110.0,72.9927,1
Austin Hubbard,Joe Solecki,-112.0,-112.0,89.2857,89.2857,0
Ike Villanueva,Jordan Wright,104.0,-129.0,104.0,77.5194,0
Carlton Minus,Matthew Semelsberger,-118.0,-106.0,84.7458,94.3396,0
Timur Valiev,Trevin Jones,-560.0,387.0,17.8571,387.0,0
Stipe Miocic,Daniel Cormier,-106.0,-112.0,94.3396,89.2857,1
Sean O'Malley,Marlon Vera,-305.0,240.0,32.7869,240.0,0
Junior Dos Santos,Jairzinho Rozenstruik,115.0,-143.0,115.0,69.9301,0
John Dodson,Merab Dvalishvili,188.0,-240.0,188.0,41.6667,0
Jim Miller,Vinc Pichel,100.0,-124.0,100.0,80.6452,0
Ashley Yoder,Livinha Souza,130.0,-162.0,130.0,61.7284,0
Felice Herrig,Virna Jandiroba,240.0,-315.0,240.0,31.746,0
Herbert Burns,Daniel Pineda,-286.0,225.0,34.965,225.0,0
TJ Brown,Danny Chavez,-167.0,130.0,59.8802,130.0,0
Chris Daukaus,Parker Porter,-106.0,-118.0,94.3396,84.7458,1
Derrick Lewis,Aleksei Oleinik,-200.0,160.0,50.0,160.0,1
Omari Akhmedov,Chris Weidman,115.0,-141.0,115.0,70.922,0
Maki Pitolo,Darren Stewart,125.0,-155.0,125.0,64.5161,0
Yana Kunitskaya,Julija Stoliarenko,-190.0,150.0,52.6316,150.0,1
Beneil Dariush,Scott Holtzman,-200.0,160.0,50.0,160.0,1
Tim Means,Laureano Staropoli,120.0,-150.0,120.0,66.6667,1
Kevin Holland,Joaquin Buckley,-455.0,333.0,21.978,333.0,1
Nasrat Haqparast,Alex Munoz,-240.0,188.0,41.6667,188.0,1
Andrew Sanchez,Wellington Turman,130.0,-162.0,130.0,61.7284,1
Gavin Tucker,Justin Jaynes,-139.0,112.0,71.9424,112.0,1
Youssef Zalal,Peter Barrett,-480.0,340.0,20.8333,340.0,1
Irwin Rivera,Ali Qaisi,-186.0,148.0,53.7634,148.0,1
Derek Brunson,Edmen Shahbazyan,275.0,-360.0,275.0,27.7778,1
Joanne Calderwood,Jennifer Maia,-162.0,130.0,61.7284,130.0,0
Vicente Luque,Randy Brown,-200.0,160.0,50.0,160.0,1
Lando Vannata,Bobby Green,-162.0,130.0,61.7284,130.0,0
Frankie Saenz,Jonathan Martinez,200.0,-250.0,200.0,40.0,0
Johnny Munoz,Nate Maness,110.0,-137.0,110.0,72.9927,0
Jamall Emmers,Vince Cachero,-360.0,265.0,27.7778,265.0,1
Robert Whittaker,Darren Till,-130.0,107.0,76.9231,107.0,1
Mauricio Rua,Rogerio Nogueira,-190.0,150.0,52.6316,150.0,1
Fabricio Werdum,Alexander Gustafsson,260.0,-335.0,260.0,29.8507,1
Carla Esparza,Marina Rodriguez,145.0,-182.0,145.0,54.9451,1
Paul Craig,Gadzhimurad Antigulov,-137.0,110.0,72.9927,110.0,1
Alex Oliveira,Peter Sobotta,-182.0,145.0,54.9451,145.0,1
Khamzat Chimaev,Rhys McKee,-1250.0,700.0,8.0,700.0,1
Francisco Trinaldo,Jai Herbert,-134.0,108.0,74.6269,108.0,1
Nicolas Dalby,Jesse Ronson,-265.0,205.0,37.7358,205.0,0
Tom Aspinall,Jake Collier,-278.0,220.0,35.9712,220.0,1
Movsar Evloev,Mike Grundy,-200.0,161.0,50.0,161.0,1
Tanner Boser,Raphael Pessoa,-278.0,220.0,35.9712,220.0,1
Bethe Correia,Pannie Kianzad,131.0,-162.0,131.0,61.7284,0
Ramazan Emeev,Niklas Stolze,-400.0,300.0,25.0,300.0,1
Nathaniel Wood,John Castaneda,-455.0,320.0,21.978,320.0,1
Deiveson Figueiredo,Joseph Benavidez,-225.0,180.0,44.4444,180.0,1
Jack Hermansson,Kelvin Gastelum,-112.0,-112.0,89.2857,89.2857,1
Marc Diakiese,Rafael Fiziev,-167.0,135.0,59.8802,135.0,0
Ariane Lipski,Luana Carolina,-125.0,100.0,80.0,100.0,1
Alexandre Pantoja,Askar Askarov,-210.0,165.0,47.619,165.0,0
Roman Dolidze,Khadis Ibragimov,-167.0,135.0,59.8802,135.0,1
Grant Dawson,Nad Narimani,-250.0,195.0,40.0,195.0,1
Joe Duffy,Joel Alvarez,-335.0,250.0,29.8507,250.0,0
Brett Johns,Montel Jackson,170.0,-215.0,170.0,46.5116,1
Malcolm Gordon,Amir Albazi,135.0,-167.0,135.0,59.8802,0
Davi Ramos,Arman Tsarukyan,160.0,-200.0,160.0,50.0,0
Carlos Felipe,Serghei Spivac,140.0,-177.0,140.0,56.4972,0
Calvin Kattar,Dan Ige,-286.0,220.0,29.8507,245.0,1
Tim Elliott,Ryan Benoit,-141.0,112.0,80.0,100.0,1
Jimmie Rivera,Cody Stamann,-141.0,112.0,70.922,112.0,1
Molly McCann,Taila Santos,-152.0,120.0,80.0,100.0,0
Abdul Razak Alhassan,Mounir Lazzez,-345.0,260.0,28.9855,260.0,0
John Phillips,Khamzat Chimaev,271.0,-375.0,260.0,28.9855,0
Ricardo Ramos,Lerone Murphy,-162.0,130.0,61.7284,130.0,0
Modestas Bukauskas,Andreas Michailidis,-177.0,140.0,47.619,165.0,1
Jared Gordon,Chris Fishgold,-143.0,115.0,66.6667,120.0,1
Diana Belbita,Liana Jojua,-195.0,155.0,59.8802,135.0,0
Jack Shore,Aaron Phillips,-715.0,475.0,13.986,475.0,1
Kamaru Usman,Jorge Masvidal,-240.0,190.0,41.6667,190.0,1
Alexander Volkanovski,Max Holloway,-210.0,170.0,47.619,170.0,1
Petr Yan,Jose Aldo,-215.0,175.0,46.5116,175.0,1
Jessica Andrade,Rose Namajunas,175.0,-215.0,175.0,46.5116,0
Amanda Ribas,Paige VanZant,-770.0,500.0,12.987,500.0,1
Volkan Oezdemir,Jiri Prochazka,-159.0,129.0,62.8931,129.0,0
Elizeu Zaleski dos Santos,Muslim Salikhov,108.0,-134.0,108.0,74.6269,0
Makwan Amirkhani,Danny Henry,-215.0,170.0,46.5116,170.0,1
Leonardo Santos,Roman Bogatov,-177.0,145.0,56.4972,145.0,1
Marcin Tybura,Maxim Grishin,-112.0,-112.0,89.2857,89.2857,1
Raulian Paiva,Zhalgas Zhamagulov,-180.0,142.0,55.5556,142.0,1
Karol Rosa,Vanessa Melo,-250.0,195.0,40.0,195.0,1
Martin Day,Davey Grant,-162.0,130.0,61.7284,130.0,0
Dustin Poirier,Dan Hooker,-225.0,180.0,44.4444,180.0,1
Mike Perry,Mickey Gall,-315.0,235.0,31.746,235.0,1
Brendan Allen,Kyle Daukaus,-305.0,235.0,32.7869,235.0,1
Gian Villante,Maurice Greene,180.0,-230.0,180.0,43.4783,0
Luis Pena,Khama Worthy,-250.0,195.0,40.0,195.0,0
Mara Romero Borella,Miranda Maverick,230.0,-305.0,230.0,32.7869,1
Philipe Lins,Tanner Boser,-112.0,-112.0,89.2857,89.2857,0
Sean Woodson,Julian Erosa,-455.0,325.0,21.978,325.0,0
Takashi Sato,Jason Witt,-278.0,215.0,35.9712,215.0,1
Kay Hansen,Jinh Yu Frey,-175.0,138.0,57.1429,138.0,1
Jordan Griffin,Youssef Zalal,-106.0,-114.0,94.3396,87.7193,0
Curtis Blaydes,Alexander Volkov,-400.0,325.0,25.0,325.0,1
Josh Emmett,Shane Burgos,120.0,-140.0,120.0,71.4286,1
Raquel Pennington,Marion Reneau,-160.0,140.0,62.5,140.0,1
Belal Muhammad,Lyman Good,-130.0,110.0,76.9231,110.0,1
Jim Miller,Roosevelt Roberts,200.0,-240.0,200.0,41.6667,1
Clay Guida,Bobby Green,195.0,-235.0,195.0,42.5532,0
Tecia Torres,Brianna Van Buren,175.0,-210.0,175.0,47.619,1
Marc-Andre Barriault,Oskar Piechota,100.0,-120.0,100.0,83.3333,1
Cortney Casey,Gillian Robertson,100.0,-120.0,100.0,83.3333,0
Frank Camacho,Justin Jaynes,-340.0,280.0,29.4118,280.0,0
Roxanne Modafferi,Lauren Murphy,-125.0,105.0,80.0,105.0,0
Austin Hubbard,Max Rohskopf,160.0,-185.0,160.0,54.0541,1
Jessica Eye,Cynthia Calvillo,120.0,-130.0,120.0,76.9231,0
Karl Roberson,Marvin Vettori,210.0,-230.0,210.0,43.4783,0
Charles Rosa,Kevin Aguilar,170.0,-185.0,170.0,54.0541,1
Andre Fili,Charles Jourdain,-220.0,200.0,45.4545,200.0,1
Jordan Espinosa,Mark De La Rosa,-167.0,157.0,59.8802,157.0,1
Mariya Agapova,Hannah Cifers,-335.0,305.0,29.8507,305.0,1
Merab Dvalishvili,Gustavo Lopez,-800.0,635.0,12.5,635.0,1
Julia Avila,Gina Mazany,-575.0,485.0,17.3913,485.0,1
Tyson Nam,Zarrukh Adashev,-135.0,125.0,74.0741,125.0,1
Anthony Ivy,Christian Aguilera,-185.0,170.0,54.0541,170.0,0
Amanda Nunes,Felicia Spencer,-600.0,450.0,16.6667,450.0,1
Raphael Assuncao,Cody Garbrandt,120.0,-140.0,120.0,71.4286,0
Aljamain Sterling,Cory Sandhagen,-115.0,-105.0,86.9565,95.2381,1
Neil Magny,Anthony Rocco Martin,-135.0,115.0,74.0741,115.0,1
Eddie Wineland,Sean O'Malley,400.0,-500.0,400.0,20.0,0
Alex Caceres,Chase Hooper,168.0,-195.0,168.0,51.2821,1
Ian Heinisch,Gerald Meerschaert,-130.0,110.0,76.9231,110.0,1
Cody Stamann,Brian Kelleher,-250.0,210.0,40.0,210.0,1
Charles Byrd,Maki Pitolo,-175.0,155.0,57.1429,155.0,0
Jussier Formiga,Alex Perez,115.0,-135.0,115.0,74.0741,0
Alonzo Menifield,Devin Clark,-225.0,185.0,44.4444,185.0,0
Evan Dunham,Herbert Burns,185.0,-225.0,185.0,44.4444,0
Tyron Woodley,Gilbert Burns,-170.0,150.0,58.8235,150.0,0
Blagoy Ivanov,Augusto Sakai,-105.0,-115.0,95.2381,86.9565,0
Billy Quarantillo,Spike Carlyle,-130.0,110.0,76.9231,110.0,1
Roosevelt Roberts,Brok Weaver,-360.0,300.0,27.7778,300.0,1
Mackenzie Dern,Hannah Cifers,-420.0,335.0,23.8095,335.0,1
Katlyn Chookagian,Antonina Shevchenko,110.0,-130.0,110.0,76.9231,1
Daniel Rodriguez,Gabe Green,-335.0,275.0,29.8507,275.0,1
Jamahal Hill,Klidson Abreu,-117.0,-103.0,85.4701,97.0874,1
Tim Elliott,Brandon Royval,-162.0,142.0,61.7284,142.0,0
Louis Smolka,Casey Kenney,230.0,-270.0,230.0,37.037,0
Chris Gutierrez,Vince Morales,-110.0,-110.0,90.9091,90.9091,1
Alistair Overeem,Walt Harris,135.0,-155.0,135.0,64.5161,1
Claudia Gadelha,Angela Hill,-255.0,215.0,39.2157,215.0,1
Dan Ige,Edson Barboza,112.0,-132.0,112.0,75.7576,1
Krzysztof Jotko,Eryk Anders,-105.0,-105.0,95.2381,95.2381,1
Song Yadong,Marlon Vera,-200.0,170.0,50.0,170.0,1
Miguel Baeza,Matt Brown,-155.0,-155.0,64.5161,64.5161,1
Kevin Holland,Anthony Hernandez,-110.0,-110.0,90.9091,90.9091,1
Giga Chikadze,Irwin Rivera,-420.0,335.0,23.8095,335.0,1
Nate Landwehr,Darren Elkins,100.0,-120.0,100.0,83.3333,1
Cortney Casey,Mara Romero Borella,-185.0,160.0,54.0541,160.0,1
Rodrigo Nascimento,Don'Tale Mayes,-115.0,-105.0,86.9565,95.2381,1
Anthony Smith,Glover Teixeira,-175.0,155.0,57.1429,155.0,0
Ben Rothwell,Ovince Saint Preux,112.0,-132.0,112.0,75.7576,1
Alexander Hernandez,Drew Dober,100.0,-120.0,100.0,83.3333,0
Ricky Simon,Ray Borg,-170.0,150.0,58.8235,150.0,1
Andrei Arlovski,Philipe Lins,130.0,-150.0,130.0,66.6667,1
Michael Johnson,Thiago Moises,-110.0,-110.0,90.9091,90.9091,0
Sijara Eubanks,Sarah Moras,-370.0,310.0,27.027,310.0,1
Gabriel Benitez,Omar Morales,160.0,-185.0,160.0,54.0541,0
Hunter Azure,Brian Kelleher,-200.0,170.0,50.0,170.0,0
Chase Sherman,Ike Villanueva,-160.0,140.0,62.5,140.0,1
Vicente Luque,Niko Price,-290.0,245.0,34.4828,245.0,1
Bryce Mitchell,Charles Rosa,-155.0,135.0,64.5161,135.0,1
Ryan Spann,Sam Alvey,-420.0,335.0,23.8095,335.0,1
Anthony Pettis,Donald Cerrone,-135.0,115.0,74.0741,115.0,1
Aleksei Oleinik,Fabricio Werdum,270.0,-330.0,270.0,30.303,1
Carla Esparza,Michelle Waterson,-155.0,135.0,64.5161,135.0,1
Uriah Hall,Jacare Souza,115.0,-135.0,115.0,74.0741,1
Tony Ferguson,Justin Gaethje,-180.0,158.0,55.5556,158.0,0
Henry Cejudo,Dominick Cruz,-225.0,185.0,44.4444,185.0,1
Francis Ngannou,Jairzinho Rozenstruik,-265.0,225.0,37.7358,225.0,1
Jeremy Stephens,Calvin Kattar,210.0,-250.0,210.0,40.0,0
Greg Hardy,Yorgan De Castro,-200.0,170.0,50.0,170.0,1
Kevin Lee,Charles Oliveira,-145.0,135.0,68.9655,135.0,0
Demian Maia,Gilbert Burns,160.0,-170.0,160.0,58.8235,0
Renato Moicano,Damir Hadzovic,-345.0,315.0,28.9855,315.0,1
Johnny Walker,Nikita Krylov,-137.0,127.0,72.9927,127.0,0
Francisco Trinaldo,John Makdessi,-160.0,150.0,62.5,150.0,1
Jussier Formiga,Brandon Moreno,-150.0,140.0,66.6667,140.0,0
Amanda Ribas,Randa Markos,-345.0,315.0,28.9855,315.0,1
Elizeu Dos Santos,Aleksei Kunchenko,-122.0,112.0,81.9672,112.0,1
Mayra Bueno Silva,Maryna Moroz,-140.0,130.0,71.4286,130.0,0
Bruno Silva,David Dvorak,-110.0,100.0,90.9091,100.0,0
Veronica Macedo,Bea Malecki,-155.0,145.0,64.5161,145.0,0
Israel Adesanya,Yoel Romero,-260.0,240.0,38.4615,240.0,1
Weili Zhang,Joanna Jedrzejczyk,-185.0,170.0,54.0541,170.0,1
Beneil Dariush,Drakkar Klose,-162.0,152.0,61.7284,152.0,1
Neil Magny,Li Jingliang,157.0,-167.0,157.0,59.8802,1
Alex Oliveira,Max Griffin,-125.0,115.0,80.0,115.0,1
Sean O'Malley,Jose Quinonez,-330.0,300.0,30.303,300.0,1
Mark Madsen,Austin Hubbard,-215.0,195.0,46.5116,195.0,1
